frequency_hz,F7-T3,T3-T5,T5-O1,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,P4-O2,FP1-F7,FP2-F8,FP1-F3,FP2-F4,F4-C4,C4-P4,F3-C3,C3-P3,P3-O1
11.0,686.8130507350413,739.5667394565937,564.2700678134695,607.0660123617023,652.5058375255375,643.748364896601,723.1102150167111,748.831185464422,710.4235565460709,788.4692675530737,718.8251758333674,628.3902420460967,696.6303880584386,880.7455275329567,723.763906280871,737.3390788519375,720.4905440532356,981.0891995474885,728.0055476241001,650.5518108125547,629.3394381310549,557.2972804291626
11.5,583.4049333345185,662.7114206339119,554.3022573199707,572.4990973477072,575.1335432124624,648.2020676153746,672.5675357597767,707.0784125477657,677.0662504114536,767.3411998025226,709.5070487618699,654.9659897690431,673.8420909935331,863.9622155541123,629.5906006947871,636.2938179289057,617.5510128104017,869.0637475985927,722.5399466064454,592.374263378724,584.0660043895022,521.8846206226829
12.0,573.1416911110865,649.2626483775036,530.4147169726133,576.7376811027019,577.7732081784133,507.3290727497042,655.60305829147,664.1438876320328,665.394403058749,716.5786730746504,729.8695421615313,626.2077942552853,636.1594807882425,801.7695976171943,643.4459233795358,686.0235961316888,685.0411760047955,802.6871239905,727.4674010476155,562.2645499057056,557.4698340326663,489.29728956893575
12.5,565.7952564180947,640.5116015882187,502.6528606142203,596.1698616735016,594.6758747569711,590.1073092537868,619.1207110924305,657.8479529199826,625.2020547858433,686.4544924390245,709.4947929749179,620.9644424587412,660.1621531511033,716.2413449538757,659.5801321772492,619.7601654579378,644.8908669065993,877.4159701076464,742.9705877511549,623.506902180071,556.0278060320747,467.93771320229285
13.0,532.1378693915591,650.906177712964,523.3081389308344,505.6719249926211,484.46054639173093,578.7326211045802,558.9469962290183,677.7835305753354,612.64096248393,712.7965688643129,669.7139958591576,569.4414437593394,633.972418612579,664.767887526644,601.9547909561924,540.2037538069536,534.6708931242903,782.5301334368417,675.4573769129507,573.4133844738491,524.1421027182279,465.1721121068667
13.5,526.092433516259,649.2041588847507,542.7444054879641,522.6632130252673,509.96518197701744,593.6894238178324,605.3561023876106,676.1080369690135,652.2760747190013,687.9183957371295,684.8459662156993,555.0165289328679,580.3223154566168,693.2279877387679,555.6757609592121,553.3262528312251,568.6367164379061,770.1246663862516,685.8567907491005,583.0946054028162,512.8490902791725,449.84618095768525
14.0,535.0854399523031,629.6386525092323,519.2290939835096,466.70085291059075,494.937219042527,562.6311971601616,577.7111999451135,670.2194324131952,603.9316247979873,693.1228779508407,624.0743541352426,549.3562049503662,612.5052100367453,663.1714378623408,474.1548534314117,508.26613770214254,471.8185720594366,704.5510406457688,618.8746730475907,562.4416082012918,512.9142574081952,443.7911142915758
14.5,517.4088011641736,622.1853868157665,469.1916195112568,460.1938410553866,537.5401855649641,507.9616598089505,562.5576238286312,622.4023837206842,562.3324400427919,619.9369049363621,621.3287432492446,551.5297330440238,538.8164092831216,619.6255418569027,518.7726416903438,522.7772165579067,484.3590918540046,699.5574631235509,619.2138517311525,515.2469538029085,497.0845884930495,478.5784565007395
15.0,497.5332555571163,607.1118947025547,467.24699428113894,458.62982984187147,485.8471129132542,529.2849347615864,604.9613642607873,589.8295820324329,572.7068652130245,591.1173015557328,608.4317810951142,506.1377793367224,536.2497682114317,672.9879079512159,471.7261246061167,519.2021185992844,504.8805248544315,738.733211072902,580.4667456663882,503.5295509119006,491.0367538329249,448.1711931442491
15.5,461.6276288745439,588.273674244922,438.85869843897257,467.55198366071136,483.8406222405574,499.6321990516351,563.1779374579834,562.173269666879,556.1551827931823,605.5137164655835,612.7709129075796,494.6227668885796,484.740942288081,649.153414553955,444.62720770070365,502.53386015315914,474.5938170486795,717.6720989949526,541.9569571801825,507.56245211241287,452.14234969572965,405.13569735096786
16.0,438.95691045041843,581.2608468716603,485.75276600801624,460.4451903356641,493.06375827986153,506.321163019714,544.5371623365863,592.2649770968736,557.8711952096166,632.7217185173938,594.5847299224963,479.73179728929216,544.8097115925093,607.8833126270416,467.85188355731526,492.7976070886645,491.6437446920644,689.915677036358,568.7952772662373,483.5941045575288,402.74076731421854,401.5921141245247
16.5,445.49274643393613,566.1221734325176,433.58321117389744,411.40988066215573,417.13020988209126,461.2717413093531,541.736465929755,558.5040846117319,535.9655012677715,574.2031635149874,561.4001847521959,478.6661403486383,490.1860554517912,588.3769115641871,480.60131457490604,482.57413849322563,468.2041617791341,670.328288905616,541.8619170223508,469.4562348872567,387.61405007020716,388.78266219403974
17.0,460.11857608081755,556.1401691463246,438.3356493109959,394.36466276879565,444.48147676910554,435.5126977774666,517.317838229643,586.5030756537286,507.38292292025386,557.5368455435047,549.818830904585,477.6985843125793,434.4432920161152,582.1348702140455,451.9230589074536,483.46819423457583,459.8388520707619,653.1010582566955,524.7954060992805,450.68432306159366,392.5401996318481,361.7487982858255
17.5,472.8955300559564,550.8299325042229,434.17587652851597,420.37207500042234,438.2882073968771,433.4068259933208,526.3222749888029,556.5231224360798,562.4731240497265,605.9973309930664,522.8402772296362,460.73654075616804,436.0091417359306,540.7782867883748,493.5514600342666,495.15027830185664,526.6561753966675,653.460522631482,499.6267080513502,452.8389425699291,419.83735152464845,370.32487281398704
18.0,449.375984705037,533.9014829248333,400.9632145020193,403.303120451446,426.18714661471984,404.03109906221306,512.0155334458196,539.2493601826833,521.1233182006274,588.2863233424636,597.4286059369257,494.67096484718184,445.20775270433626,523.7161245338423,443.16383951967236,471.0589361455221,458.4536721760573,620.898402355654,513.9572074332791,435.64745892576855,392.2386833411022,371.3906016294741
18.5,425.93754722786684,494.0147590176048,399.69871089099064,403.61607217082513,407.0225183611651,362.5597846899857,532.7363143320122,543.660760142396,476.8608284601371,539.2617861254635,546.3022254599148,473.993155374771,462.36613427810374,528.5624282458854,452.84500835387377,435.4946103849162,449.9571631288708,638.6563284187982,485.61196712364955,403.9543178459236,368.99290648085554,380.7499491480699
19.0,427.46782518425044,495.9300214390581,423.45350002661013,376.8475638721903,412.39625825054594,329.7329794159622,502.99747283751447,532.4528052016375,515.7456581200313,567.3296739936764,528.1274093731922,447.11604045051325,435.6668740728105,510.36152885459813,415.22083238409493,440.3626288572446,431.91738300302126,559.6956904674821,515.1205379282677,416.23483930031244,406.8551085402758,370.56463134912934
19.5,410.52716943515316,471.98397169745397,383.3415170029247,376.9741061308572,446.9411267452536,350.3969424354594,499.30150988398753,501.4338668631207,497.1671026947728,552.2136158032398,557.3691891755763,469.33950286986413,441.2623777987955,517.6280177159679,412.32670012567326,418.08482183572545,427.73316298124945,582.3465680868928,466.8464714230934,449.9989789682576,395.7280957427773,352.4551746143894
20.0,432.0442222243194,526.8972433353041,368.7365320099467,407.18756581234527,405.8670590651364,319.515256650354,473.4529546925382,507.69697120673925,544.5177395989565,600.6856412257047,526.4841564094027,443.73091226449134,374.5032158440687,542.7978632102017,408.0678513255846,431.99524945104974,438.80969139457375,593.5939547613795,454.0908733352078,433.16815734647645,403.29090042785845,365.1572268295003
20.5,402.3924412181578,480.6866861876399,350.58395325822596,379.1541209786786,391.30165251309086,384.1151166827856,507.07498436894866,528.8885812767257,440.26587296262784,461.40511629959747,485.0996985277919,438.4642050268411,409.86975980914934,542.3832003288029,395.047741263103,410.3809833298545,397.846066122944,591.314368631688,496.6934636991553,404.46656497460145,418.9510663288725,363.3865472705448
21.0,355.9298760322734,448.820156833259,315.61020516984314,342.8078899160824,400.33814389567357,340.9017613645026,471.3036865278912,472.6213233349775,471.6749940558039,478.052194125025,496.3680377030175,428.08008137127985,377.8086295940256,465.63805048719905,316.9795185867129,383.45700752625487,387.5770391837088,612.729223757528,469.365517614638,382.8119875891418,354.581473337661,332.9308380903806
21.5,372.82763026969377,466.9282983448434,328.8747867933332,357.092752269758,415.9130346545118,364.84408094029294,466.01264598129944,507.9246596729742,468.1713328617753,537.1896264526345,489.67721396091184,419.87835519548787,369.0729228200922,525.3066671260115,365.6236297681118,428.30807593259385,393.8863796072021,523.1173657744557,426.6063393755223,392.78081113720015,370.70271114568914,338.1883002740913
22.0,418.13522967838713,480.79452041590713,328.0513050227096,365.34943285955126,364.31922369129353,353.6064121389213,474.520683228461,509.39455411737845,490.5694171025736,514.3457786031018,464.0227223556402,445.6413814357495,400.09563403282885,561.1525376569296,413.46082507910506,419.1406297619328,434.7081990621309,614.6275753069391,458.80919524655843,382.68316238748184,360.58421725507657,313.2697190493645
22.5,371.59463178821466,425.5644399888759,338.1702987865889,358.93386227609466,390.6781649397369,352.4767036559019,434.5295865303436,475.2406339616249,448.9466384227995,488.79334238333604,480.7970978445568,406.1872272647458,327.5845605419881,485.1154863717479,339.46959691844484,410.86858501964105,371.706077345993,538.6330873006492,399.9724553104186,360.4131168965014,367.922379629627,295.33901221938095
23.0,330.6907312530198,467.5761707796741,324.04423171673915,352.88073554789156,350.3595618664241,347.0931901631272,450.6847144467394,485.7349338540074,456.53190660566406,506.54290611119006,501.9821077313944,416.67783190029,333.35979262676517,485.708807995659,349.91203681007124,367.56096918954705,351.017415722105,550.7612238653335,410.64416673053086,363.4430814413784,333.8401987667247,294.61220470228454
23.5,374.20100236391715,466.91465648103417,329.9653975539541,324.70104724440597,340.82630730571975,328.88727236515575,448.8419689846614,466.4379556866182,464.1506783972815,495.29429481226066,468.8495075158178,412.32049068602896,370.75209211722927,434.64619202439667,348.03296052828165,370.971573176224,378.92300441328194,493.95721579870514,432.5691626402401,410.3299956278208,364.9979348283137,297.49700304081637
24.0,323.6129479715695,422.0141470109274,326.6930001746607,323.3080423773578,321.75803807615773,346.42055813713927,437.53973826322084,504.0498686043856,473.3901341689303,469.1077012277682,451.67462670260716,396.72148080990786,371.4600365347187,448.1650025120595,299.8277599321139,335.62975024974276,354.0943044344414,530.3040478303445,444.1679202994948,404.1900390736723,332.33833663342614,256.46654197251854
24.5,348.4308393381222,455.39494977352086,324.1439311679988,351.3112121291629,373.8682797334615,304.70871253732383,482.4055105650744,476.95866532325584,465.0873104177084,464.5090181290493,463.25321912243123,394.26224645164166,350.82698156796823,433.5523709553399,289.58122329933195,343.1122245988122,344.72333376299304,544.652794910822,413.1880717804475,376.2195216567275,323.50065513343543,278.3993289146832
25.0,352.99704023992234,431.3220315121229,322.2683016449879,336.2653938058216,359.3741955367064,305.1470209201973,457.3998138957173,495.3640944408214,439.01470687437256,483.2846215229581,467.8390085337781,383.17972767727133,346.3567750745098,457.1645578612907,340.4361329448519,378.7008924412033,322.48853066807396,497.1411827349778,397.1586055834503,394.9593296751134,390.0688592800662,308.5276952282958
25.5,329.04870517329687,396.34362879307804,309.4254838592403,362.1622743673515,333.94357298528195,302.8359187988228,422.1347261634932,480.39765699260244,432.93203770648006,445.84950091732605,470.0461645000782,339.61282194011744,285.64685599046965,450.4652189944409,301.1096222566002,387.8997006690568,356.0714887455937,532.1466785640462,408.63779480776077,340.7440130438608,346.38166960374116,285.88843772838857
26.0,347.1079542923428,426.23870262031306,325.3058379931083,329.7825532266348,342.4377605221777,337.5118776357276,393.224361258785,476.0901315799953,411.634775325895,474.51649232411177,492.8860427171313,368.53556197211276,365.3848458521717,446.11262466275053,292.3494039755694,352.8884646305761,338.77120589264257,488.03438728613867,393.7125840576806,337.62774021348883,333.9268383739599,303.84231566412154
26.5,301.1743781889147,452.049149732212,322.2022054647393,337.83143073456955,351.96987291804925,310.3510131019588,430.52567842303705,446.99392181930466,431.07619207499397,449.108185338794,437.8570973581899,382.2880700182933,339.6254624870421,433.9425996686578,286.734174416669,317.86665976551103,326.5107755487246,540.5433273982551,380.0967929093257,332.77762222247225,341.2543932513809,289.6950435351635
27.0,315.4003477647107,430.5443236718076,318.9787965128147,337.34520290140716,379.00786603922086,300.99260985061585,440.23534991385856,442.74136861894,469.0706144497927,510.74752033415007,441.1088952305611,376.0987251115036,356.7278464711916,395.7171484167341,297.2345331948233,318.2228304659993,306.86645602413734,491.6403005479624,389.00899462525905,359.51198669272986,320.88354358788854,255.97009196989944
27.5,378.34444431637894,431.53493359992245,293.4896480407828,319.1381015364047,347.68277720265354,337.78665804934616,424.52025314429704,464.6835618883932,438.33054896825143,461.71275866366295,481.94791434286293,366.3585328721902,374.7136946000489,435.65543186691156,327.3917191066506,340.5006852253398,316.07446930830525,501.52174911266457,407.3523128797574,366.28427421632125,306.66259758935644,291.3693984816545
28.0,320.57218770081136,390.85924334290394,287.38881122668124,340.5362321370245,314.33765454074813,284.9409534876157,422.5162583096558,463.00369934468023,398.9241342905595,432.16786502644453,468.14615289684474,375.6166683176181,316.597744460345,435.70799488615734,307.39791062000666,345.7106209431134,351.0894311407837,521.491496904553,417.4729164243847,330.4337264495293,292.03576996162155,258.90605722330486
28.5,327.8271670492022,440.2919540596477,281.3866491700329,327.80234646314966,314.86515926977887,286.05571192664496,390.87736989593026,443.63218513995537,407.7221108704684,441.50502839913395,438.3865319345123,354.808628971023,309.33645276956224,416.4883321857205,315.6805133501634,321.5115893519288,314.53117858597784,511.10981511153875,378.93266477570603,345.23715536858845,279.951661308181,272.6403708994193
29.0,324.21096696893864,407.36937750664373,295.94171594736133,309.8327957347899,309.4524692128206,309.55158123262606,415.72908186589945,447.42946852519225,396.76392278099155,403.10550459707497,439.6393203785337,352.50983171503304,292.680888985255,372.8367475587534,322.92638313203497,301.2652276277345,327.5761526213478,476.08071213707706,345.2764517314193,333.22250717112195,286.50657599496384,252.16914218250258
29.5,320.2237726058558,360.8238223320725,291.67448175812586,305.911217491168,280.0308264648759,278.0391768166025,407.0241840514884,471.3727164096549,392.9604159129287,385.0789194135945,417.97389833312724,333.7224468203496,296.12291979821424,395.7783427616901,281.27259934095065,307.77018377143474,344.5095810297415,504.0835767333438,383.1083299065501,324.04800217502054,299.281907677719,252.3011933292177
30.0,315.0466614870271,418.6248423292447,279.9912422075163,334.94527031518055,318.56383502731364,292.1891938310676,370.84740920723385,454.25259197435855,407.536955545753,413.00557939195755,407.27498258762057,371.7221497577513,308.2464560023629,413.78092938215,295.18691841746886,348.3091959964888,342.4170530036326,495.7809622687352,371.5760042539918,324.5865908801497,303.83456503870246,293.9778820721357
30.5,321.720042134169,393.7889996795837,265.7463984351929,310.0078592779064,301.6170629117635,267.3852962029394,394.66881034251463,430.42569845579175,414.8082324852843,415.09530785275706,411.3152827446264,361.49320770603697,316.42760692686784,360.35659343785886,319.6727646132648,303.783085489592,343.7795334601973,448.1525926083377,379.16606806835716,302.7501405793055,273.5407401016401,271.15499206618
31.0,295.730087127152,363.1620737181184,251.53148138835047,288.02772109631286,264.03180942497795,245.43280624978914,395.6908502435822,415.98404302266056,411.2880839144052,402.0113307103082,389.30925410746676,353.6213226902893,264.48447735772805,409.7673869352099,306.6139074042719,341.29746544108286,317.24111869964196,511.86804857661355,328.6815499878937,368.5483839688801,301.9213124519281,257.35239730853107
31.5,309.0542731094887,377.3000147874972,274.2439598656587,284.420366728109,301.7942406149735,250.89839170896033,403.3169720227774,422.85250049997745,429.605813310918,407.18550833480174,428.8198917413176,352.83176207069215,309.88920131994274,413.00310907698827,273.76746661690396,322.7653055185187,327.6212726222696,456.06233700514775,374.78801185096376,348.4338700841484,288.5177008096384,276.58876934549977
32.0,291.4306643073485,361.49383945607167,277.1679555818922,278.2596103245143,296.73994332299753,294.92017537263104,361.526403818416,441.0202088800585,382.18024985507367,370.69104373972823,405.39703632583775,334.02270807488907,296.9647124203583,402.0876816317765,291.69156706480345,356.4734770902393,341.5307374402426,430.5404757359332,378.45188210407514,331.40916980573996,265.3612294135962,262.226971593957
32.5,306.93990231081807,377.2464446784661,223.80216956775834,276.55431081627097,302.03217099030917,260.8497711517445,370.67921585268454,406.4262905762574,408.4410475642854,409.01395369838366,385.3541078422003,334.0720704863115,288.6294156189098,372.30629676174027,269.0489974818204,302.59971967193604,312.9757121856501,408.63276946085847,360.0782464729933,326.36114573978045,282.40867786747845,213.5499514330607
33.0,325.9755822032321,363.22298776450657,247.0811159475496,306.31136028705146,335.3887431967503,261.3302915436582,396.6026917128271,397.0857320410022,375.46377491931406,358.1592323122779,442.5625740856408,356.73081389110956,280.5936299853153,377.3028425862194,303.79521066891925,307.02925492781316,333.7758281381864,460.6215603816574,348.43954840951994,320.91708101599005,281.7432023720081,233.97662408659858
33.5,286.62970087492704,377.76802850022597,265.9472962953521,310.53910485543577,262.9005802020417,287.42579228842936,383.4078415751455,404.90414085789314,408.4279796450506,350.6354783752222,403.24282129404065,344.62917382207814,302.18210088714994,383.39731630654313,267.7752311708608,315.3762769174424,288.15362713189745,406.45075529414333,379.4813208162971,373.0469814816062,285.0418709907493,263.7392516483632
34.0,283.08724230039775,354.8818586272323,259.69271071936004,300.4493646099724,313.6369776441727,279.8999366607935,366.8848850872969,386.5353104731501,356.2409276069665,348.914258012057,427.85758797649737,385.974271325885,252.66267269153087,321.45898752996396,256.605317329525,268.3916725346897,286.9169765578135,420.58865664987,356.9759023482458,313.9789363411917,282.2789793861177,231.79278197095272
34.5,313.838995413847,337.10425764078514,292.50731706808256,301.8791069863534,298.4362849763657,262.0859682069463,363.2024273945848,427.86719450221557,421.7000017414415,415.954361416629,387.80480490043954,330.9285268801667,321.8298590161912,374.3088261519992,274.41249848326163,281.04142535832455,285.625856848791,391.3852771970054,359.24223688053735,318.02427755003265,266.8252555209739,260.4313988855016
35.0,308.81820244089675,352.4541617483673,285.90698783382595,295.92547643926787,263.01935641660873,253.63599139315556,346.5117355187559,393.4919685488785,395.9546579840864,388.0205649215267,394.9223420912071,350.81011870986146,298.1768639572289,379.68553066622474,284.3288571706208,279.5346277511684,316.2193520429304,394.9869581043026,388.0307458592759,328.0601252469904,255.47643563844977,244.53652233351448
35.5,268.4142220554838,333.59932680539237,220.186172797859,245.25324332124646,259.4343078449027,227.63576514319448,394.23830916306787,403.2016058593635,360.374388237993,340.7473273149955,408.4558376734275,342.79432093290757,220.97562518852095,342.0087527134871,249.20909511202322,270.5649437696564,279.9373278196571,427.07072782093405,346.96777602840586,280.1463745257176,241.95037282330213,202.819849292441
36.0,307.6310402732198,329.0588231755528,257.3248998272582,304.22363724974525,283.87909232162826,220.62812855742092,378.7810442747631,400.87858487461574,346.31138421202303,376.7685497021861,431.0856389302299,361.4120265528138,275.2105177181395,336.26899110747735,249.44259871941745,276.6714328681536,257.52867862946414,369.0969427001594,375.38072264535634,295.73176896447103,249.46118379796243,203.876216058326
36.5,298.53289927653697,356.9808470266066,265.34199821072076,279.29602868227903,262.9664134033317,229.46585579989983,353.66531024772394,405.79897235156903,374.5081126796149,358.25895254641665,398.9189242343203,330.5986969487197,240.9653307140286,301.9942289753525,240.58678929958464,237.43469969868457,263.5848666896176,384.27117815301716,311.83655151813775,318.4485181130486,267.0424999447825,241.67271424679163
37.0,278.87154417541115,330.3529087224112,215.80081615565163,268.85835952182737,278.0369965019218,250.11083847283803,427.15549496035396,427.7822464025725,360.8051766185381,339.6920633816187,388.4076807551309,353.3630172367313,235.02009320437276,338.7662870659262,234.44281208725047,251.14481149463572,264.04360694217127,389.1422220772719,292.03184578990636,267.929495600351,286.5198376042547,228.3868355720926
