frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,T6-O2,A1-T3,C4-T4,T4-A2,FP1-F3,FP2-F4,F4-C4,C4-P4,F8-T4,T4-T6,T3-C3,CZ-C4,P4-O2,C3-CZ,F3-C3,C3-P3,P3-O1
2.5,,,-14.712175957784728,-16.497615460612497,-16.04141231435558,-16.1295636532581,-15.267964903582882,-15.490621134328505,-16.537935365086092,,,-16.381895950958615,-16.172718928828502,-16.43222744210648,-15.988705438775382,-14.944441954523208,,-16.20555976279636,-15.794338212864991,-16.80588728173004,,-16.0331329523703
2.9880478087649402,-17.97215066476588,-17.803212730188314,,,,,,,,-18.33094653333835,-18.505863990969612,,,,,,-17.64290971869333,,,,-18.526936661553492,
3.0,,,-16.71200818249101,-17.977964569595134,-17.773586251360072,-18.112019087605574,-16.99869935617006,-17.422537396944314,-18.016767404031913,,,-18.159796346096666,-18.168677909523478,-18.120878495328135,-17.655532490398524,-16.947973911656486,,-17.378575271350837,-18.243014015590465,-18.238932791869544,,-17.745554369468984
3.4860557768924303,-19.366007217226986,-18.761203906209392,,,,,,,,-19.500172155203025,-19.560720312157855,,,,,,-18.516339878878803,,,,-20.196984365549206,
3.5,,,-17.975051855646623,-19.58323183947378,-18.801868727448973,-19.411939628855546,-18.01047680395004,-18.508845957854323,-18.864086835326866,,,-18.977060084689807,-19.703620606465343,-19.765936911815466,-19.18529239936962,-18.301789726657262,,-19.256766969960545,-19.16604448834706,-19.130211784657376,,-19.662459993786566
3.9840637450199203,-20.49860511460879,-19.539100007959988,,,,,,,,-20.575200645634116,-20.788325581802745,,,,,,-19.385756877313444,,,,-20.603578575316316,
4.0,,,-18.793371339357265,-20.724579337727583,-19.909304827271793,-19.92899734776497,-18.782560432672074,-20.015569550853474,-19.76536631798782,,,-20.423344198026804,-20.84865888371636,-20.9410314028832,-20.45913177892854,-19.097947097692526,,-19.5808864606284,-20.648132699110054,-20.427440178726492,,-19.86366188624818
4.482071713147411,-21.675515468096012,-21.061220516676407,,,,,,,,-21.260547892404205,-21.59829974171968,,,,,,-20.468690445244352,,,,-21.424219290288217,
4.5,,,-19.770803926351462,-21.95784071509534,-21.167800278596914,-20.972938647414907,-20.12838225344016,-20.901524794865445,-21.189973319006945,,,-21.307595558253766,-21.794260444251275,-21.2970783628711,-21.223333202694473,-19.979533317579353,,-20.73097298062216,-21.17588052108927,-21.259354739737578,,-20.69564398601839
4.9800796812749,-22.173107833433825,-21.601549995195157,,,,,,,,-22.281873650738746,-22.62409782661436,,,,,,-21.31045078994406,,,,-22.59104557345746,
5.0,,,-20.97744013502408,-22.27376530757842,-21.73810499661088,-22.141537972026352,-20.839423123405368,-21.57075169091387,-22.085453160815838,,,-22.33780650360922,-22.291997204813562,-22.852342979550865,-22.03024765261196,-20.7870333995517,,-21.5743448798458,-21.864654173406965,-22.42584674203845,,-21.232237993075593
5.47808764940239,-22.949705483092472,-22.420235415267175,,,,,,,,-22.783758567272752,-23.2589946165137,,,,,,-21.77303495892368,,,,-23.749407314383955,
5.5,,,-21.760005510835768,-23.00026490245995,-22.288413368765166,-22.455261256386656,-21.345625814082325,-22.538877393725038,-22.879754019339792,,,-23.000082543702337,-23.395818457950785,-23.3217991285778,-22.92090574807331,-21.453599412656864,,-22.24934533066026,-22.37958920381003,-23.238597455847643,,-22.1900706533018
5.9760956175298805,-23.497155763395405,-23.67599124439862,,,,,,,,-23.837132710747436,-24.233549622716456,,,,,,-22.67884987813292,,,,-23.388669636529023,
6.0,,,-22.161268048136307,-23.84296382541514,-23.280242074586724,-23.040742306060725,-22.262863815495223,-23.00301516271707,-23.69575653546446,,,-24.057561675157107,-24.081334664646175,-24.314571929302897,-23.68569702925279,-21.821501543827356,,-23.22353231633955,-22.730006915738773,-23.29981187753503,,-22.998761649911305
6.474103585657371,-24.4201665530427,-23.606903961853153,,,,,,,,-24.73876286516409,-24.836225369940568,,,,,,-23.1981784761958,,,,-24.904792550887755,
6.5,,,-22.885214277506744,-24.113599131470693,-24.176135007718504,-23.91121037630599,-22.493529305035835,-23.32267480467377,-24.349491349891576,,,-24.44431589987314,-24.85514219386537,-24.680324500209245,-24.307553262992098,-22.635961758399926,,-24.00266828978369,-23.567563049370555,-24.244090975424882,,-23.66082517613024
6.972111553784861,-24.684235061488064,-24.456155170994936,,,,,,,,-25.241285645500984,-25.66378009245259,,,,,,-23.56621210025102,,,,-25.201034841064352,
7.0,,,-22.906848334579017,-24.6203916663601,-24.404310644132053,-24.605387746513927,-23.076295282935618,-24.049300683383393,-24.840072354045272,,,-24.840251027683614,-25.55300502527199,-25.44273073101208,-24.67658009208382,-22.69332953888499,,-24.257590709422086,-24.06305526254688,-24.741282572034027,,-24.376649441322648
7.47011952191235,-25.189157168445977,-24.63402537028425,,,,,,,,-25.265559107183993,-25.93961103528119,,,,,,-24.292470036517045,,,,-24.882295586463968,
7.5,,,-23.770633921749155,-25.051689073203402,-24.973969173910938,-24.606889527607606,-23.93148024458209,-24.204536980497657,-25.207913783046305,,,-24.92259039184593,-25.424318016210886,-25.605440415911065,-24.88148405221687,-23.314743644253667,,-24.489487100285462,-24.5396901295798,-24.882073415462397,,-24.636883336480896
7.968127490039841,-25.49013234578037,-25.178342856330342,,,,,,,,-25.930221730217653,-26.581688832051494,,,,,,-24.581261433558026,,,,-25.447260549832322,
8.0,,,-24.073165281327196,-25.3592112477965,-25.58914560560599,-24.715022734125768,-24.27139619657154,-24.968156991722548,-25.579486622297523,,,-25.758205593664965,-25.70936734149628,-26.12974332387155,-25.702033398404215,-23.835182489190746,,-25.10998111703794,-25.207337006686497,-25.44411263554055,,-25.149039863660988
8.466135458167331,-26.209947214371756,-25.309969621064855,,,,,,,,-26.210667406760418,-26.674206476098632,,,,,,-24.592308784810285,,,,-25.942141941457397,
8.5,,,-24.514079713441166,-25.644355391635045,-26.166691577169328,-26.01578690492194,-24.19534000081619,-25.481044398093815,-26.375976847893604,,,-26.12878514262786,-26.106094697603016,-26.565606695348546,-25.625153973356603,-23.713957304716537,,-25.369461958624125,-24.920681878778407,-25.90987602251918,,-25.039246555421624
8.964143426294822,-26.308689775092088,-25.62454813997783,,,,,,,,-26.742388028784084,-26.97573936955898,,,,,,-25.618464776573475,,,,-25.7842649544979,
9.0,,,-24.887045794790783,-25.677326000509563,-26.377154000928726,-25.788353935733323,-24.972718596559474,-25.545699979091182,-27.062256925410452,,,-26.49241074032779,-26.457288404473594,-26.834937657980966,-26.438145595872594,-24.027738123875476,,-26.030056513033895,-25.980133887833205,-26.4558300550036,,-25.5667175717981
9.46215139442231,-27.011209990284318,-26.296476634962364,,,,,,,,-27.265551972546888,-27.374069423075312,,,,,,-25.508640598833733,,,,-26.380278108564916,
9.5,,,-25.182128494863832,-25.880157518302788,-26.94824129181928,-25.85472386344031,-25.095580525016537,-25.88215533409112,-26.6367070795833,,,-27.136498724790805,-26.74491229892517,-27.308577190376027,-26.821401178079178,-24.677099777223525,,-25.82627516660714,-25.769303952894628,-26.58479979389954,,-25.879221703143813
9.9601593625498,-26.99959023826812,-26.697819103649902,,,,,,,,-27.470611046209893,-27.704348674778743,,,,,,-25.805947851883293,,,,-26.87044223407581,
10.0,,,-25.024343003770806,-25.97368514694293,-27.447301812287506,-26.297271066948582,-25.11527185991508,-25.719318760550866,-27.22500140033021,,,-26.9653989649034,-27.189488488076375,-27.44278243207415,-26.735761314079404,-24.862206310071254,,-26.81787388747497,-26.026995205629934,-26.856015817927364,,-26.094691715779323
10.458167330677291,-27.372905186940194,-26.48771191258413,,,,,,,,-27.76114048756273,-27.862253114676054,,,,,,-26.441483856068846,,,,-27.228295019427627,
10.5,,,-25.53303673429615,-26.52385343269446,-27.578440492667177,-26.656982238365362,-25.489169419401904,-26.243415584464657,-27.565504988087028,,,-27.338513652074887,-27.517849673150927,-27.912148561061212,-26.85780960359373,-25.102941387870597,,-26.95003985818527,-26.361531416649196,-26.97735478783092,,-26.556806359310812
10.95617529880478,-27.85801944253995,-26.661390755153782,,,,,,,,-28.07429720874301,-28.54695385374481,,,,,,-26.028114203915848,,,,-27.069279738044624,
11.0,,,-25.553461691731236,-27.03918409991594,-28.41270041652955,-26.969963370667536,-25.85245228757993,-26.226281702913262,-27.657607805511915,,,-27.383010305013855,-27.297636972123062,-28.19694053477256,-27.097580739517948,-25.353933956708104,,-26.859995842992504,-26.652073263749326,-27.07080149083299,,-26.59876600572578
11.45418326693227,-28.24860665379982,-27.4106582855511,,,,,,,,-28.500733662748164,-28.778267328521505,,,,,,-26.232027292925384,,,,-27.955148710221707,
11.5,,,-25.892666051314382,-26.90138538146408,-28.391673915971765,-27.106424871476907,-25.8010004239591,-26.99774016650687,-28.001929203488515,,,-27.770634559074445,-27.366802373234673,-28.32465293896959,-27.47721109173879,-25.930250125759216,,-26.645862774057537,-26.271043682112055,-27.72315212723748,,-26.17405680208593
11.952191235059761,-28.458057489956946,-27.673610767801957,,,,,,,,-28.973682513492875,-28.83217644619413,,,,,,-25.850137039638028,,,,-27.718242709300576,
12.0,,,-26.14173573181106,-27.883530069078912,-28.41340394065854,-27.607270539039387,-26.38914085932903,-26.5536512199299,-28.11089770336713,,,-27.719412977486787,-27.93662539879112,-28.63350659229828,-27.490668488295906,-25.92964683375063,,-27.560300337632018,-26.98951991409508,-27.611328847498356,,-27.297238563922967
12.450199203187251,-28.403476363873853,-27.961367665457768,,,,,,,,-28.704898589796894,-29.504831085718887,,,,,,-26.27312925021055,,,,-27.794089778052946,
12.5,,,-26.096967626992313,-27.874888822316816,-29.2008298090813,-27.99715377752951,-26.02883834838338,-26.792418483389394,-27.939870614975533,,,-27.840484519522384,-27.891870886645425,-29.037267919483543,-27.62415270144208,-26.112423328972103,,-27.96647200508243,-27.32288643743745,-27.72856811107706,,-26.93158739553735
12.948207171314742,-28.918025583482997,-28.220120551431087,,,,,,,,-29.487730557311515,-29.22389513897343,,,,,,-26.659113373666923,,,,-28.047275312118803,
13.0,,,-26.425037987043137,-28.33396174858695,-29.26658224966648,-27.742864116109686,-26.540073516672688,-27.10166601160252,-28.418475257592874,,,-28.23080121544083,-27.831986980595577,-29.006128738030995,-27.872531694397104,-26.0279854237854,,-27.184592654654825,-27.220663947325733,-28.227069464484348,,-27.175644961176456
13.44621513944223,-29.00416258845934,-27.822678057163337,,,,,,,,-28.969209301588183,-29.32816625324398,,,,,,-26.671693868636734,,,,-27.9619553581047,
13.5,,,-26.84219965293056,-28.156499527281724,-29.546569064335692,-27.941939525431238,-26.772917786121994,-27.236272099723294,-28.448801638751924,,,-28.324511388064447,-27.728894080882288,-29.114696435821834,-27.34136418628848,-26.178329509144994,,-27.485864825278973,-27.271420197862128,-28.14661141619879,,-27.93174099646404
13.944223107569721,-29.196422170244738,-28.380460122140114,,,,,,,,-29.622317115731146,-29.598026933234628,,,,,,-26.753881654364587,,,,-28.04452772525532,
14.0,,,-27.024506307745536,-28.613869233959303,-29.956627953397156,-27.97376656288295,-27.175929220689618,-27.23830575722263,-28.55321289451234,,,-28.24259953272483,-28.187666863651035,-29.291065806934284,-27.925581594136727,-26.141063594804276,,-27.999888748547026,-27.626431032440696,-28.406466955499234,,-27.651635966381107
14.442231075697212,-29.433640367052185,-28.49505228066345,,,,,,,,-29.55527107150424,-30.04056875881662,,,,,,-27.458968556360947,,,,-28.436504555156205,
14.5,,,-27.13687114553923,-27.886719430857138,-29.964843223442504,-28.187201861994122,-26.651105185566898,-27.34986745021816,-28.651030597363718,,,-28.175071865886274,-28.408879686189792,-29.309375631761835,-28.454930370178907,-26.25784503023058,,-28.419093753051964,-27.801111731748893,-28.629878301928844,,-28.307285788645082
14.9402390438247,-29.827547833411558,-28.418687048065674,,,,,,,,-29.624481717549706,-29.913645945671078,,,,,,-27.427407847299484,,,,-29.043040147555732,
15.0,,,-27.34199673366557,-28.686722183340873,-30.14514631350266,-28.83282036236934,-26.881779517027898,-27.59802678993533,-28.526848046386263,,,-28.77500565634543,-28.08575313771623,-29.442674652841788,-28.39471969551505,-26.690615468991354,,-29.198940159462705,-28.307291713600367,-28.256167052255908,,-28.133485428432014
15.43824701195219,-29.804640281318637,-28.51365909593702,,,,,,,,-29.6532946709787,-29.778329114634637,,,,,,-27.52134632241206,,,,-28.911333349650103,
15.5,,,-27.26769521815944,-28.90014115560455,-30.037369725745926,-28.307168722505637,-26.926072003994882,-27.612962726202795,-28.134927523751827,,,-28.87853899617113,-28.250677705119184,-29.430534225155462,-28.35750995015454,-26.673635220579605,,-29.104789302874764,-27.628353880559956,-28.581190136458094,,-28.756132335019927
15.936254980079681,-29.836559892218446,-28.259516304549347,,,,,,,,-29.916031263444545,-29.706954999113254,,,,,,-27.530002984999758,,,,-28.827979928824067,
16.0,,,-27.009786347733936,-28.594074331232004,-29.926088179050748,-28.326920011142054,-26.831754343967322,-27.41243268654658,-28.901259565976446,,,-28.42802903668571,-28.099619510685034,-29.641398589778525,-28.830554216062843,-26.6202038530374,,-28.805469469397828,-27.498816839781284,-28.541414237719618,,-28.515835072822462
16.43426294820717,-30.012798544746715,-28.930485784781684,,,,,,,,-30.263469266384085,-30.12371868819735,,,,,,-27.447410935010545,,,,-28.98319241208984,
16.5,,,-27.117285388270936,-28.8932318270673,-30.395093790393744,-28.82393779139663,-27.084791286379744,-27.977029879408548,-28.910430580082195,,,-28.743336157718577,-28.904298383169984,-29.472641732800387,-28.757142416560622,-26.752572369090256,,-28.848914405456256,-27.773316450721364,-28.812600724586268,,-29.042561860759108
16.932270916334662,-30.137095659951147,-28.725138498372147,,,,,,,,-30.329494045602317,-30.333076437515516,,,,,,-27.965401878972536,,,,-29.294703108896904,
17.0,,,-27.64080141519803,-28.82977125370482,-30.423813959161564,-29.1344895761087,-27.26665694567324,-27.612785512334572,-29.218156162511995,,,-28.948685322129933,-28.71959823500466,-29.82045048403488,-28.481623112876186,-26.98056467405443,,-28.948989270085747,-28.249103690802627,-28.93487632501465,,-28.977503828547768
17.43027888446215,-29.925270837091702,-28.68083791940106,,,,,,,,-30.57003606018606,-30.457173526254238,,,,,,-27.874342638189052,,,,-29.433097627189547,
17.5,,,-27.615134929700613,-29.228541610018624,-30.176149248344842,-29.19657131557557,-27.24226838298667,-27.99659226689918,-29.232179703951985,,,-28.748201819798012,-28.414092952170893,-29.702191639292714,-28.2035288514913,-26.894728693689952,,-29.327357113651782,-28.156485217208413,-28.757722341370723,,-29.296176977444617
17.928286852589643,-30.08582938502509,-28.974363763056722,,,,,,,,-30.670533161787574,-30.497586126156143,,,,,,-27.933281839427245,,,,-29.41715896075547,
18.0,,,-27.49647833005155,-28.93487228385068,-30.6991910901149,-29.211996212681637,-27.5607237379448,-27.777054367702807,-29.06460169476873,,,-28.87261902380945,-29.18531284794609,-29.98934964171254,-28.525260172612786,-27.174075797495668,,-29.14662801569324,-28.095215805206063,-29.024042448539838,,-29.5497111760103
18.426294820717132,-30.13221129585669,-29.00516281748604,,,,,,,,-30.768993514403643,-30.29029537479463,,,,,,-27.890438170599918,,,,-29.4701689205169,
18.5,,,-27.351036333177763,-29.232986265381058,-30.702159123059175,-29.196662246486127,-27.773859810914363,-27.806998035885464,-29.107513781952132,,,-29.45975243548149,-29.189823080968832,-29.81515666789408,-28.48953914882535,-26.629046070328428,,-29.171380598765303,-28.413712834159927,-29.28739628001092,,-29.70494043244496
18.92430278884462,-30.086414948768418,-29.52185902906323,,,,,,,,-30.874495926750875,-30.611064932583126,,,,,,-27.88289376962427,,,,-29.406606930249225,
19.0,,,-27.625428460595693,-29.480357110665004,-31.133275960506445,-29.54101044022596,-27.55078351192424,-27.868405431759886,-28.795860198037825,,,-29.14036170226538,-29.20320051183421,-30.309181998167393,-28.808178444754333,-27.20581200785346,,-29.857917637898282,-28.382636555845195,-29.604061377949666,,-29.025411510943353
19.422310756972113,-30.371268596093092,-28.884143312465785,,,,,,,,-30.514599135358793,-30.848400599347972,,,,,,-27.998612704540218,,,,-29.660341151340408,
19.5,,,-27.723339025951102,-28.94596976664597,-30.739785904738216,-29.429724483276864,-27.435747507180352,-27.69545392620547,-28.915732041153866,,,-29.188834399589208,-28.976597776894533,-30.011926869165833,-28.658822591421846,-27.078056601093632,,-29.962770949583856,-28.598966773907318,-29.27658678398986,,-29.16263858722327
19.9203187250996,-30.333663492742705,-29.122233259247825,,,,,,,,-30.88840175988869,-30.755857482706567,,,,,,-27.990575446326172,,,,-29.44633953648499,
20.0,,,-27.944017147618133,-29.765323828580005,-30.556773638269945,-29.3484645458715,-27.5983920441154,-27.826391340921514,-29.362216541812106,,,-29.348230331370107,-28.761007207395178,-29.983998424002436,-28.325119831303795,-27.00326695094437,,-29.526452321224276,-28.39894894000428,-29.142267303977818,,-29.494432885212817
20.41832669322709,-30.563889467305675,-29.336712202055672,,,,,,,,-31.0208643225913,-30.92027530374811,,,,,,-27.881838506214688,,,,-29.2141378504113,
20.5,,,-27.38460824187648,-29.59413048381547,-30.82976970435632,-29.470742683580912,-27.330856546852765,-27.536601166351687,-29.16500330153119,,,-29.25550137523104,-28.866530462142993,-29.567078305536,-28.588703638739037,-27.105868017238603,,-30.212959740958325,-28.346718539695402,-29.309230657153513,,-29.24966875356062
20.916334661354583,-30.60161191283319,-29.1177930431979,,,,,,,,-30.899314104696685,-30.896865078384323,,,,,,-28.18994447810645,,,,-29.464199916516595,
21.0,,,-27.551812235892697,-29.57447845853807,-31.079331975867294,-29.287758823286424,-27.537209703951884,-27.83963123527423,-29.100769245004727,,,-28.799614188914035,-29.349754074822723,-29.668580496117407,-28.78836160737498,-27.039052645838265,,-30.43323796861044,-28.959581718641502,-29.27984627340186,,-29.433964916395503
21.41434262948207,-30.987054009829787,-29.528717530371935,,,,,,,,-30.837719937544126,-30.996286614801537,,,,,,-27.858463418628293,,,,-29.38964487810753,
21.5,,,-28.319664372247697,-29.73415564720345,-31.190810314614698,-29.468212568560958,-27.81962894066236,-28.241284977206774,-29.25563976235988,,,-29.205919623991498,-29.219531401096308,-30.48107509165207,-28.898333712099216,-27.60529967601981,,-30.85776170348236,-28.60819823464194,-29.715316288310806,,-29.741852404988286
21.91235059760956,-30.96602147522661,-29.563115234936102,,,,,,,,-31.19053610404563,-30.902543964508304,,,,,,-28.442943644056115,,,,-29.374826185261917,
22.0,,,-27.78317968497139,-30.021748670189712,-30.854547653073084,-29.696332275477054,-27.90492506836335,-27.949059275573276,-29.07687858156308,,,-29.38895233352344,-29.241354084111162,-29.73916967544695,-28.499570164145588,-27.50941854820981,,-30.7676496781695,-28.748829914580416,-29.60478268597629,,-29.659598069064277
22.410358565737052,-31.250083561852918,-29.361839916493206,,,,,,,,-31.35130871306316,-30.905566392452428,,,,,,-28.17445247585402,,,,-29.75568849830626,
22.5,,,-27.961107045766326,-30.17694332543577,-30.978903362184624,-30.137359046160515,-27.83041358233169,-27.709876493814164,-29.209799287569872,,,-29.336565186882066,-28.910910376755197,-30.225837405370275,-28.449184096025107,-27.2878419068799,,-30.7428763991089,-28.938973695287636,-29.579633684851526,,-29.714035578341043
22.90836653386454,-31.21126214777912,-29.081204673438293,,,,,,,,-31.092347247865078,-30.5640352983073,,,,,,-28.791167235061046,,,,-29.87232116961078,
23.0,,,-27.80808660344874,-29.76194184859966,-31.031203606931093,-29.54849469898798,-27.434015908914187,-27.90367648680349,-29.22248354986232,,,-29.11212481432481,-29.38922926434979,-29.96252860778581,-28.566009712629594,-27.366634252107044,,-30.79231054443989,-28.801869998023125,-29.582185851716236,,-29.63968808904522
23.406374501992033,-31.15245436916463,-29.557593183033944,,,,,,,,-31.201601076137997,-30.84138919064352,,,,,,-27.68192417635828,,,,-29.501134456755214,
23.5,,,-27.902266855428795,-30.213412916706016,-31.05983166887504,-29.80453340034325,-27.39481294035152,-28.110341155872153,-29.146554168808823,,,-29.384853883903155,-28.70503462357814,-30.22182634283948,-28.83537974570206,-27.352432025723097,,-30.574899167979392,-29.222087986074403,-29.69525242526622,,-29.68466785267997
23.904382470119522,-31.387087760345388,-29.485266507238663,,,,,,,,-31.124288871087572,-30.955172055568866,,,,,,-28.2170884277396,,,,-29.560090768812085,
24.0,,,-27.8799532602781,-30.080007177812266,-31.585900156547517,-29.396621291978576,-27.75706057726766,-28.276991841252777,-29.396193342648328,,,-29.598602953522672,-28.77399603841187,-29.927018573170674,-28.46081020596142,-27.300224237232783,,-30.42138423715966,-28.628707667232227,-29.57951242478156,,-29.859004119018895
24.40239043824701,-31.193310662079707,-29.549202111876696,,,,,,,,-31.44030273539619,-31.248893200926034,,,,,,-28.43733741709931,,,,-29.66173496445054,
24.5,,,-27.803886815747916,-30.917958893364524,-31.593430778833973,-30.302731170140728,-27.810811568951173,-28.024110886514997,-29.543041965089138,,,-29.502975468776953,-29.10207925452492,-29.991652720566904,-28.68046659758621,-27.36994173290771,,-30.828472724312082,-29.187188063929085,-30.180766875525464,,-29.814791900204213
24.900398406374503,-30.993120249842914,-29.309154323833987,,,,,,,,-31.41841411356119,-30.862888223688092,,,,,,-28.2822099965844,,,,-29.880543406439166,
25.0,,,-27.995130501523366,-30.112864390288873,-31.447249272796352,-29.80195285559968,-27.684653814176478,-27.967677406589466,-29.45480017411294,,,-29.239151558247805,-29.20323711524786,-30.28413226363551,-28.947318805048056,-27.413506606525825,,-31.143337385700306,-29.03589033658915,-29.768943373538715,,-29.656978725284542
25.39840637450199,-31.31690583478327,-29.434123175667626,,,,,,,,-31.578780600130237,-31.165326331154787,,,,,,-28.460461076409814,,,,-29.82623949145034,
25.5,,,-27.68462738952194,-30.39078498811487,-31.715832688981425,-30.31404533277823,-27.611157239379278,-27.74517674956065,-29.00274923268002,,,-28.993988424619744,-28.914904077148247,-30.21557891847365,-29.014932728839163,-27.562792592419708,,-30.88493161009326,-29.098200405329095,-29.803049211064156,,-30.529107825963578
25.896414342629484,-31.09794838137794,-29.491229531241927,,,,,,,,-31.275690454186105,-31.2884704227651,,,,,,-28.19627574322691,,,,-30.194981955185053,
26.0,,,-27.658980892081285,-30.427100571422137,-31.5874653196741,-29.966931415235923,-27.313398453617292,-27.60906564049302,-29.089646077752185,,,-29.45445616687711,-29.198906520017932,-30.1035826934049,-28.937523084421336,-27.414206789874488,,-31.49777784590569,-29.145858220664415,-29.909551048164825,,-30.09232736517904
26.394422310756973,-31.299240033464763,-29.538559199153884,,,,,,,,-31.222210947775135,-31.100789469467127,,,,,,-28.335926988491018,,,,-29.2635202126985,
26.5,,,-28.125065814463916,-30.298292278384373,-31.369239698212013,-30.116260305759152,-28.19351959901925,-27.766444309783775,-29.167770296141164,,,-29.37652559165783,-29.20734699516622,-30.331400995178317,-28.634569613591715,-27.319400867576604,,-31.128828806596903,-29.013348024395437,-29.75285985859512,,-29.8850759410832
26.89243027888446,-31.296043353420984,-29.463435812905395,,,,,,,,-31.377245905456764,-31.003008139450504,,,,,,-27.87136078587954,,,,-30.092791532824002,
27.0,,,-27.83815545952289,-30.426507812555865,-31.58547172135058,-30.027524481673662,-27.445847969116585,-27.975585434362674,-29.147724348540272,,,-29.245614619166112,-29.466979878679275,-30.16663223609523,-28.53402725142695,-27.33730689886794,,-31.033950987087888,-29.131575355789032,-30.22137425421641,,-30.26730835688879
27.390438247011954,-31.247184054002332,-29.467568273270256,,,,,,,,-31.18241514650129,-30.880310022590095,,,,,,-28.567440006167814,,,,-29.574805611915902,
27.5,,,-27.925877886173527,-30.278833733015002,-31.438590552661466,-30.46228574356552,-27.243427848971226,-28.042660470615292,-29.178049525042006,,,-29.100394551054343,-28.834840168051397,-30.02393731967105,-28.53745776528066,-27.611293545462765,,-30.923065840077122,-29.341852217689457,-29.763598705431214,,-30.379079256053302
27.888446215139442,-31.449960291716145,-29.90874498814449,,,,,,,,-31.38652258247695,-30.776778675071593,,,,,,-28.133024252686567,,,,-29.785005900733385,
28.0,,,-28.114411703640783,-30.589215671835852,-31.57244902671602,-30.474171013028126,-27.600929835764113,-27.280501475310576,-29.023011429135686,,,-28.954442818729607,-29.467550564862616,-30.059136477464886,-28.370502072439784,-27.209994036653022,,-31.03895672069806,-28.875794255015705,-29.875949447118316,,-30.49805477676324
28.38645418326693,-31.140150886455253,-29.647420205178232,,,,,,,,-31.206253333554553,-31.110452777019297,,,,,,-28.215085120728045,,,,-29.926054110190112,
28.5,,,-27.49918206335221,-30.735338570214214,-31.641106500793708,-30.093078430703066,-28.145558426106813,-27.886385137002314,-29.206061406685908,,,-29.599181718378183,-28.9868266317695,-29.708425057058083,-28.393535421702573,-27.435318903500445,,-30.671392603037546,-28.717604492900563,-29.85997885185573,,-29.78236417271986
28.884462151394423,-31.08998613233526,-29.386935152933546,,,,,,,,-31.34943163613663,-30.657200895968927,,,,,,-28.44287675136081,,,,-29.79817900857498,
29.0,,,-27.758744750467283,-30.822723787999625,-31.468488504176822,-30.366510682691437,-27.516306481070256,-27.333268582116688,-29.28603231501106,,,-28.747270950552693,-29.00682101672601,-30.153682344819384,-28.513119411047516,-27.58433902175243,,-31.079655120095868,-28.635361709485043,-29.592002616959757,,-30.796149499520666
